song,artist,date,votes,ratings,views,favorites,comments,contributors,acoustic,tonality,capo,chords
Just The Way You Are,Bruno Mars,1279843201,2834,4.79885,8167073,124812,58,8,0,F,3,"D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D,D,Bm,G,D"
Stay With Me,Sam Smith,1396310401,3853,4.76047,8036056,128287,83,9,0,Am,0,"Am7,F,C,Am7,F,C,Am7,F,C,Am7,F,C,Am7,F,C,Am7,Gsus,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am7,F,C,Am7,F,C,Am7,F,C,Am7,Gsus,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C,Am,F,C,Am,F,C,G,Am,F,C,G#dim,Am,F,C"
Counting Stars,OneRepublic,1364342401,4493,4.84285,7955057,176377,140,6,0,Am,4,"Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,F,Dm,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F,Am,C,G,F"
Jar Of Hearts,Christina Perri,1277942401,2945,4.82783,7735163,72577,90,8,0,Cm,1,"Bm,D,A,Em,Bm,D,A,G,D/F#,Em,G,Bm,A,Em,G,A,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A/C#,Bm,D,A,Em,Bm,D,A,G,D/F#,Em,G,Bm,A,Em,G,A,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,Bm,F#,E/G#,Bm,F#,E/G#,Bm,F#,E/G#,Bm,F#,E/G#,G,F#,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,Gdim7,D,Gdim7,D,Gdim7,D"
The A Team,Ed Sheeran,1285027201,3275,4.85555,7734855,97341,130,6,1,A,2,"C,G,G,G/F#,Em,Cadd9,G,G,G/F#,Em,Cadd9,G,A7sus4,G,G/F#,Em,Cadd9,G,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,G/F#,G,G/F#,Em,Cadd9,G,A7sus4,G,G/F#,Em,Cadd9,G,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Am7,Am7,C,Em,G/F#,G,Am7,C,Dadd4,Em,C,G,D/F#,Em,C,G,D/F#,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,G/F#,Em,Cadd9,G,G/F#,Em,Cadd9,G,D/F#,G"
Boulevard Of Broken Dreams,Green Day,1100649600,4602,4.73493,7417449,138418,229,9,0,Em,1,"Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5"
You Belong With Me,Taylor Swift,1226016001,3755,4.82931,7354189,87542,132,9,0,F#,4,"D,D,D,A,Em,G,D,A,Em,G,Em,G,D,A,Em,G,A,D,A,Em,G,D,D,D,A,Em,G,D,A,Em,G,Em,G,D,A,Em,G,A,D,A,Em,G,D,A,Em,G,D,D,A,Em,G,Em,G,D,A,Em,G,D,A,D,A,Em,G,D,A,Em,G,D,A,Em,G,D"
Fix You,Coldplay,1104537600,4362,4.81496,7345556,92986,147,16,0,Eb,3,"C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,F,C,G,Gsus4,F,F,C,G,Gsus4,F,F,C,G,Gsus4,C,Em,Am7,G,C,Em,Am7,C,Em,Am7,C,Em,Am7,C,Em,Am7,F,C,G,Gsus4,F,F,C,G,Gsus4,F,F,C,G,Gsus4,C,F,C,G,Am7,F,C,G,C,F,C,Em,Am7,F,C,G,C,F,C,G,Am7,F,C,G,C,F,C,Em,Am7,F,C,G,F,C,G,Gsus4,F,F,C,G,Gsus4,F,F,C,G,Gsus4"
Hurt,Johnny Cash,1063584000,6196,4.82733,7203848,123104,139,13,0,Am,0,"Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,G,Am,F,C,G,Am,F,C,G,Am,F,G,G,Am,F,G,Am,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,Am,C,D,G,Am,F,C,G,Am,F,C,G,Am,F,G,G,Am,F,G,G,Am,F,G,G,Am,F,G"
Good Riddance Time Of Your Life,Green Day,1004486400,6985,4.85293,7150186,104759,280,15,0,G,0,"G,G,Cadd9,D,G,G,Cadd9,D,G,C,D,G,C,D,Em,D,C,G,Em,D,C,G,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,G,C,D,G,C,D,Em,D,C,G,Em,D,C,G,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,G,G,Cadd9,D,G,G,Cadd9,D,Em,D,C,G,Em,D,C,G,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,Em,G,Em,G,Em,D,G,G,G,Cadd9,D,G,G,Cadd9,D,G"
Grenade,Bruno Mars,1286496001,1685,4.81778,7015481,70601,70,4,0,Dm,0,"Dm,Dm,Am,Am,Dm,Dm,Am,A7,Dm,Am,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,C,Bb,C,F,A,Dm,C,C,Bb,A,A,Dm,Dm,Am,Am,Dm,Am,Dm,Am,A7,Dm,Am,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,C,Bb,C,F,A,Dm,C,C,Bb,A,A,Gm,Dm,Gm,A,Dm,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,C,Bb,C,F,A,Dm,C,C,Bb,A,A,Dm,Dm,Am,Am,Dm,Dm,Am,Am"
Breakeven,The Script,1221696001,2311,4.84371,6937900,109495,77,5,0,Em,3,"C,G,D,Em,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,Em,D,G,Am7,C,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em"
How To Save A Life,The Fray,1127722263,2277,4.74713,6870017,67695,134,4,0,G,3,"G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,C,D,Em,G,D/F#,C,D,Em,G,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,C,D,Em,G,D/F#,C,D,Em,G,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D,D/F#,G,D/F#,Em,D/F#,C,D,Em,G,D/F#,C,D,Em,G,D/F#"
Say Something,A Great Big World,1383696001,4974,4.83008,6683770,131676,110,10,0,Bm,0,"Bm,Bm,Bm,G,D,Asus4,Bm,G,D,Asus4,Bm,G,D,Asus4,Bm,G,D,Asus4,Bm,G,D,Asus4,D,F#m,Gsus2,D,Asus4,D,F#m,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,D,F#m,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D,Asus4,Bm,Gsus2,D"
Imagine,John Lennon,1004486400,4366,4.80207,6572985,54904,66,4,0,C,0,"C,Cmaj7,F,Cadd9,Cadd9,Cmaj7,F,Cadd9,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,F,Dm7,G,G7,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,F,Dm7,G,G7,F,G,C,Cmaj7,E,E7,F,G,C,Cmaj7,E,E7,F,G,C,Cmaj7,E,E7,F,G,C,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,C,Cmaj7,F,F,Dm7,G,G7,F,G,C,Cmaj7,E,E7,F,G,C,Cmaj7,E,E7,F,G,C,Cmaj7,E,E7,F,G,C"
Chasing Cars,Snow Patrol,1145404801,3520,4.78753,6520634,124149,147,9,0,A,0,"A,A,E/G#,D,A,A,E/G#,D,A,A,E/G#,Dmaj7,A,A,E/G#,D,A,A,E/G#,D,A,A,E/G#,Dmaj7,A,A,E/G#,Dmaj7,A,A,E/G#,D,A,A,E/G#,D,A,A,E/G#,Dmaj7,A,A,E/G#,Dmaj7,A,A,E/G#,Dmaj7,A,A,E/G#,Dmaj7,A,A,E/G#,Dmaj7,A,A"
Ho Hey,The Lumineers,1334102401,4499,4.81307,6452087,123575,105,9,0,C,0,"F,C,F,C,F,C,F,C,F,C,F,C,C,F,C,C,F,C,C,G,Am,G,F,C,F,C,F,C,C,F,C,C,F,C,C,F,C,C,Am,G,F,C,Am,G,C,Am,G,F,C,F,C,F,C,F,C,F,C,F,C,C,F,C,C,F,C,C,Am,G,F,C,Am,G,F,C,Am,G,C,Am,G,C,G,C,Gsus,G,G,C,Am,G,C,Am,G,F,C,F,C,F,C,F,C"
Youre Beautiful,James Blunt,1114387200,2323,4.78349,6356732,77009,349,8,0,G,8,"G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,D/F#,Cadd9,D/F#,G,Cadd9,D/F#,G,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,Em7,Cadd9,D/F#,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,Cadd9,D/F#,G,Cadd9,D/F#,G,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,Em7,Cadd9,D/F#,G,Cadd9,Em7,Cadd9,Em7,Cadd9,Em7,D/F#,Cadd9,D/F#,Cadd9,D/F#,G,Cadd9,D/F#,G,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,G,D/F#,Em7,Cadd9,D/F#,Em7,Cadd9,D/F#,G"
Frozen - Let It Go,Misc Cartoons,1387324801,2711,4.78465,6282953,91997,110,9,0,G,1,"Em,C,D,Asus4,Am,Em,C,D,Asus4,A,Em,C,D,Asus4,Am,Em,D,A,D,C,D,C,Cadd2,G,Dsus4/F#,Em7,Cadd9,G,Dsus4/F#,Em7,Cadd9,G,Dsus4/F#,Em7,Cadd9,Bm7,Bb,C,G,Dsus4/F#,Em,C,D,Am,Em,D,Asus4,A,D,Cadd9,D,Cadd9,Cadd2,G,Dsus4/F#,Em7,Cadd9,G,Dsus4/F#,Em7,Cadd9,G,Dsus4/F#,Em7,Cadd9,Bm7,Bb,C,C,C,D,Em,C,D,Am,C,G,Dsus4/F#,Em7,Cadd9,G,Dsus4/F#,Em7,Cadd9,G,Dsus4/F#,Em7,Cadd9,Cm,Bm7,Bb,C,C"
Hallelujah,Jeff Buckley,1121385600,29958,4.87396,26764899,303706,526,14,0,Db,1,"C,Am,C,Am,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E7,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E7,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E7,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E7,Am,F,Am,F,C,G,C,G,C,Am,C,Am,F,G,C,G,C,F,G,Am,F,G,E7,Am,F,Am,F,C,G,C,G"
All Of Me,John Legend,1369872001,14653,4.83602,22382892,340714,538,13,0,Em,1,"Em,C,G,D,Em,Cmaj7,G,D,Em,C,G,D,Em,Cmaj7,G,D,Em,Cadd9,G,D,Amadd9,Am,G,D,Amadd9,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Am,Am,G,D,Amadd9,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Am,G,D,Amadd9,Am,G,D,G,Emadd9,D,G,Emadd9,D,Em,C,G,Dadd9,Em,C,G,Dadd9,Em,C,G,D,Em,C,G,D"
Let Her Go,Passenger,1331596801,12018,4.84701,20743429,363723,392,24,0,Am,7,"G,F,G,Am,G,F,G,Am,G,F,G,Am,G,F,G,Am,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,Am,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,Am,F,G,Em,Am,F,G,Am,F,G,Em,Am,F,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,Am,F,G,Am,F,G,Am,F,G,Em,Am,F,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G,F,C,G,Am,F,C,G"
Im Yours,Jason Mraz,1521876577,9288,4.71162,18150659,283048,400,3,0,B,4,"G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,A7,G,D,Em,C,G,D,Em,C,G,G,D,Em,D,C,A7,G,Bm,Em,D,C,A7,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,A7"
Perfect,Ed Sheeran,1488453515,20045,4.86194,18112916,308953,642,14,0,Ab,1,"G,G,Em,C,D,G,Em,C,D,G,Em,C,G,D,G,Em,C,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,G,G,D/F#,Em,D,C,D,G,Em,C,D,G,Em,C,D,G,Em,C,G,D,G,Em,C,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,G,G,Em,C,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,C,Dadd4,D,G,G,D/F#,Em,D,C,D,G"
Thinking Out Loud,Ed Sheeran,1400876262,9031,4.84348,15846806,269021,228,7,0,D,2,"C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Dm,G,C,Dm,G,Dm,G,Am,Dm,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,G,F,Dm,G,C,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Dm,G,C,Dm,G,Dm,G,Am,Dm,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,G,F,Dm,G,C,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,C,F,G,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C,Am,G,F,Dm,G,C"
The Scientist,Coldplay,1114560000,8510,4.87426,14328453,208782,306,8,0,Bm,3,"Bm7,Dm7,G,Bb,G,D,F,Dsus2,Fsus2,Dmaj7,A,C,A7,C7,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,G,G,D,Dsus2,G,G,D,Dsus2,A,A7,D,D,G,G,D,D,Dmaj7,Bm7,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,Bm7,G,G,D,Dsus2,D,G,G,D,Dsus2,G,G,D,Dsus2,A,A7,D,D,G,D,D,Bm7,G,D,D,Bm7,G,D,Bm7,G,D,Bm7,G,D,Bm7,G,D"
Someone Like You,Adele,1290643201,2519,4.74437,14278520,121924,98,7,0,A,0,"A,A/G#,F#m,D,A,A/G#,F#m,D,A,A/G#,F#m,D,A,A/G#,F#m,D,E9,F#m,D,E9,F#m,D,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,A/G#,F#m,D,A,A/G#,F#m,D,E,F#m,D,D,E,F#m,D,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,F#m/C#,D,Bm,A/C#,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D,A,E,F#m,D"
Cant Help Falling In Love,Elvis Presley,1314230401,12505,4.8699,13086185,309893,253,6,0,C,2,"C,G,Am,C,G,C,Em,Am,F,C,G,F,G,Am,F,C,G,C,C,Em,Am,F,C,G,F,G,Am,F,C,G,C,Em,B7,Em,B7,Em,B7,Em,A7,Dm,G,C,Em,Am,F,C,G,F,G,Am,F,C,G,C,Em,B7,Em,B7,Em,B7,Em,A7,Dm,G,C,Em,Am,F,C,G,F,G,Am,F,C,G,C,F,G,Am,F,C,G,C,C,D,Em,F#m,Am,Bm,F,G,G,A,B7,C#7,A7,B7,Dm,Em"
When I Was Your Man,Bruno Mars,1354579201,9729,4.86388,12631516,207756,183,6,0,C,0,"D7,Dm,C,D7,Dm,C,Am,C,Dm,G,G7,C,Am,C,Dm,G,C,Am,Em,Bb,G,F,G,C,F,G,C,F,G,Am,D7,F,Fm,C,F,C,Am,C,Dm,G,G7,C,Am,C,Dm,G,C,Am,Em,Bb,G,F,G,C,F,G,C,F,G,Am,D7,F,Fm,C,F,G,C,Am,D7,Dm,G,F,G,C,F,G,C,F,G,Am,D7,F,Fm,C,D7,F,Fm,C"
Wonderwall,Oasis,1037232000,5721,4.81502,12460942,237506,216,6,0,F#m,2,"Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,C,D,Em,C,D,Em,C,D,G5,G5/F#,G5,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,C,D,Em,C,D,Em,C,D,G5,G5/F#,G5,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7"
Love Yourself,Justin Bieber,1447081392,8157,4.84736,12282253,231923,170,5,0,E,4,"C,Am,Dm,C,C,Am,Dm,C,C,Am,Dm,C,C,Am,Dm,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,C,Am,Dm,C,C,Am,Dm,C,C,Am,Dm,C,C,Am,Dm,C,Am,F,C,Am,F,C,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,C,Am,Dm,C,C,Am,Dm,C,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C,C,G,Am,F,C,G,C"
Wish You Were Here,Pink Floyd,1043798400,10347,4.8146,11771628,219298,164,10,0,Em,0,"Em7,G,Em7,G,Em7,A7sus4,Em7,A7sus4,G,C,D/F#,G,D/F#,C,Am,G,C,D/F#,G,D/F#,C,Am,G,Em7,G,Em7,G,Em7,A7sus4,Em7,A7sus4,G,C,D/F#,G,D/F#,C,Am,G,Em7,G,Em7,G,Em7,A7sus4,Em7,A7sus4,G"
Photograph,Ed Sheeran,1402833937,10173,4.85429,11623596,223913,186,12,0,E,2,"D,Bm,A,G,D,Bm,A,G,D,Bm,A,G,Bm,G,D,A,Bm,G,D,A,D,A,Bm,G,D,D,Bm,A,G,D,Bm,A,G,Bm,G,D,A,Bm,G,D,A,D,A,Bm,G,D,A,Bm,G,Bm,G,D,A,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D"
Riptide,Vance Joy,1365552001,12178,4.8799,11483564,277832,264,14,0,Am,1,"Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Fmaj7,Am,G,C,Fmaj7,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C,Am,G,C"
Hey Soul Sister,Train,1256169601,5397,4.8275,11007969,179757,181,8,0,C,4,"C,G,Am,F,C,G,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,Am,F,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,G,C,G,Am,F,C,G,Am,F,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,C,G,Am,F,C,G,Am,F,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,F,G,C,G,F,G,C,G,Am,F,G,C,G,Am,F,G,C"
Creep,Radiohead,1004486400,9737,4.84648,10488603,125295,113,14,0,G,0,"G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G,B,C,Cm,G"
Dont Look Back In Anger,Oasis,1004486400,7209,4.86254,10079992,68167,139,13,0,C,0,"C,F,C,F,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,Am,G,F,F,Fm,C,F,Fm,C,F,Fm,C,G,E7/G#,Am,G,F,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,Am,G,F,Fm,C,F,Fm,C,F,Fm,C,G,E7/G#,Am,G,F,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,Am,G,F,Fm,C,G,E/G#,Am,G,F,G,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,E,F,G,C,Am,G,C,G,Am,F,Fm,C,G,Am,E,F,Fm,C"
I See Fire,Ed Sheeran,1383868801,7729,4.86964,9942395,191014,219,13,0,Bbm,6,"Em,Em,G,D,C,Em,G,D,Am7,Em,G,D,C,Am7,C,Em,G,D,C,Em,G,D,Am7,Em,G,D,C,Am7,C,Am7,C,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Am7,Em,G,D,C,Em,G,D,Am7,Em,G,D,C,Am7,C,Am7,C,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Am7,Am7,Am7,Em,G,D,Am7,Em,G,D,Am7,Em,G,D,Am7,C,D,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em,Em,C,D,Em"
Iris,Goo Goo Dolls,1056499200,2900,4.69976,9914573,154867,159,8,0,Bm,0,"A,Bm,G,F#m,Bm,Bsus2,G,D,Em,G,Bm,A,G,D,Em,G,Bm,A,G,D,Em,G,Bm,A,G,D,Em,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,D,Em,G,Bm,A,G,D,Em,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,D,D,Bm,G,G,Bm,D,D,Bm,G,G,Bm,Bsus2,G,G,Bm,Bsus2,G,G,Bm,Bsus2,G,G,Bm,Bsus2,G,F#m,G,Bm,G,F#m,Bm,Bm,G,F#m,Bm,Bm,Bm,G,G,Bm,G,G,Bm,G,G,Bm,G,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,G,Bm,A,Bm,Bm,G,G,Bm,G,G,Bm,G,G,Bm,G,G"
The Only Exception,Paramore,1253577601,5529,4.89237,9903930,128754,186,8,0,B,4,"G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,Am,G,D,Am,G,D,Am,G,D,Am,G,D,C,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,G,Dm,Cmaj7,F,C,G,F,C,G"
